Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status,unit,Nitrogen dioxide,status,unit,Nitrogen oxides as nitrogen dioxide,status,unit,Ozone,status,unit,PM<sub>2.5</sub> particulate matter (Hourly measured),status,unit
01-01-2023,01:00,6.425,R,ugm-3 (FIDAS),0.38556,R,ugm-3,5.3355,R,ugm-3,5.92668,R,ugm-3,,,,4.717,R,ugm-3 (Ref.eq)
01-01-2023,02:00,3.625,R,ugm-3 (FIDAS),0.72828,R,ugm-3,4.94171,R,ugm-3,6.05839,R,ugm-3,,,,2.075,R,ugm-3 (Ref.eq)
01-01-2023,03:00,3.775,R,ugm-3 (FIDAS),0.54621,R,ugm-3,2.91606,R,ugm-3,3.75357,R,ugm-3,,,,1.863,R,ugm-3 (Ref.eq)
01-01-2023,04:00,3.825,R,ugm-3 (FIDAS),0.44982,R,ugm-3,1.63157,R,ugm-3,2.32128,R,ugm-3,,,,1.981,R,ugm-3 (Ref.eq)
01-01-2023,05:00,3.9,R,ugm-3 (FIDAS),0.44982,R,ugm-3,2.02668,R,ugm-3,2.7164,R,ugm-3,,,,2.005,R,ugm-3 (Ref.eq)
01-01-2023,06:00,4.675,R,ugm-3 (FIDAS),0.6426,R,ugm-3,1.92865,R,ugm-3,2.91395,R,ugm-3,,,,2.382,R,ugm-3 (Ref.eq)
01-01-2023,07:00,6.15,R,ugm-3 (FIDAS),0.57834,R,ugm-3,1.97779,R,ugm-3,2.86456,R,ugm-3,,,,3.302,R,ugm-3 (Ref.eq)
01-01-2023,08:00,6.1,R,ugm-3 (FIDAS),0.6426,R,ugm-3,2.32376,R,ugm-3,3.30907,R,ugm-3,,,,3.373,R,ugm-3 (Ref.eq)
01-01-2023,09:00,5.45,R,ugm-3 (FIDAS),0.51408,R,ugm-3,3.21227,R,ugm-3,4.00051,R,ugm-3,,,,3.278,R,ugm-3 (Ref.eq)
01-01-2023,10:00,6.6,R,ugm-3 (FIDAS),1.09242,R,ugm-3,5.19006,R,ugm-3,6.86507,R,ugm-3,,,,3.467,R,ugm-3 (Ref.eq)
01-01-2023,11:00,8.55,R,ugm-3 (FIDAS),1.63862,R,ugm-3,12.40296,R,ugm-3,14.91548,R,ugm-3,,,,4.552,R,ugm-3 (Ref.eq)
01-01-2023,12:00,7.225,R,ugm-3 (FIDAS),2.50613,R,ugm-3,16.25865,R,ugm-3,20.10133,R,ugm-3,,,,4.009,R,ugm-3 (Ref.eq)
01-01-2023,13:00,7.3,R,ugm-3 (FIDAS),3.24512,R,ugm-3,14.68105,R,ugm-3,19.65683,R,ugm-3,,,,3.561,R,ugm-3 (Ref.eq)
01-01-2023,14:00,5.55,R,ugm-3 (FIDAS),3.24512,R,ugm-3,14.73044,R,ugm-3,19.70622,R,ugm-3,,,,2.972,R,ugm-3 (Ref.eq)
01-01-2023,15:00,8.4,R,ugm-3 (FIDAS),3.37364,R,ugm-3,16.16322,R,ugm-3,21.33606,R,ugm-3,,,,4.859,R,ugm-3 (Ref.eq)
