Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status,unit,Nitrogen dioxide,status,unit,Nitrogen oxides as nitrogen dioxide,status,unit,Ozone,status,unit,PM<sub>2.5</sub> particulate matter (Hourly measured),status,unit
01-01-2023,01:00,6.375,R,ugm-3 (FIDAS),4.74713,R,ugm-3,18.88178,R,ugm-3,26.16061,R,ugm-3,59.69106,R,ugm-3,4.741,R,ugm-3 (Ref.eq)
01-01-2023,02:00,3.075,R,ugm-3 (FIDAS),3.76188,R,ugm-3,10.68551,R,ugm-3,16.45365,R,ugm-3,69.33889,R,ugm-3,2.123,R,ugm-3 (Ref.eq)
01-01-2023,03:00,3.175,R,ugm-3 (FIDAS),3.29165,R,ugm-3,9.56496,R,ugm-3,14.61208,R,ugm-3,72.82937,R,ugm-3,1.792,R,ugm-3 (Ref.eq)
01-01-2023,04:00,4.15,R,ugm-3 (FIDAS),2.38476,R,ugm-3,6.72161,R,ugm-3,10.37819,R,ugm-3,73.71179,R,ugm-3,2.17,R,ugm-3 (Ref.eq)
01-01-2023,05:00,3.475,R,ugm-3 (FIDAS),1.47788,R,ugm-3,5.63376,R,ugm-3,7.89982,R,ugm-3,73.94711,R,ugm-3,1.934,R,ugm-3 (Ref.eq)
01-01-2023,06:00,4.1,R,ugm-3 (FIDAS),0.80612,R,ugm-3,4.18541,R,ugm-3,5.42144,R,ugm-3,72.00577,R,ugm-3,2.241,R,ugm-3 (Ref.eq)
01-01-2023,07:00,5.625,R,ugm-3 (FIDAS),0.36947,R,ugm-3,3.56411,R,ugm-3,4.13062,R,ugm-3,70.65273,R,ugm-3,3.042,R,ugm-3 (Ref.eq)
01-01-2023,08:00,6.3,R,ugm-3 (FIDAS),0.23512,R,ugm-3,3.77012,R,ugm-3,4.13062,R,ugm-3,72.82937,R,ugm-3,3.443,R,ugm-3 (Ref.eq)
01-01-2023,09:00,5.575,R,ugm-3 (FIDAS),0.16794,R,ugm-3,3.92475,R,ugm-3,4.18226,R,ugm-3,74.00593,R,ugm-3,3.113,R,ugm-3 (Ref.eq)
01-01-2023,10:00,6.775,R,ugm-3 (FIDAS),0.36947,R,ugm-3,4.44187,R,ugm-3,5.00838,R,ugm-3,72.82937,R,ugm-3,3.491,R,ugm-3 (Ref.eq)
01-01-2023,11:00,6.375,R,ugm-3 (FIDAS),0.36947,R,ugm-3,5.99085,R,ugm-3,6.55736,R,ugm-3,70.29976,R,ugm-3,3.797,R,ugm-3 (Ref.eq)
01-01-2023,12:00,5.65,R,ugm-3 (FIDAS),1.07482,R,ugm-3,8.67852,R,ugm-3,10.32656,R,ugm-3,66.35826,R,ugm-3,3.443,R,ugm-3 (Ref.eq)
01-01-2023,13:00,4.825,R,ugm-3 (FIDAS),1.41071,R,ugm-3,6.71779,R,ugm-3,8.88084,R,ugm-3,74.94719,R,ugm-3,2.877,R,ugm-3 (Ref.eq)
01-01-2023,14:00,4.8,R,ugm-3 (FIDAS),1.47788,R,ugm-3,8.2154,R,ugm-3,10.48146,R,ugm-3,72.24109,R,ugm-3,2.854,R,ugm-3 (Ref.eq)
01-01-2023,15:00,7.55,R,ugm-3 (FIDAS),1.34353,R,ugm-3,9.24753,R,ugm-3,11.30758,R,ugm-3,66.35826,R,ugm-3,4.575,R,ugm-3 (Ref.eq)
01-01-2023,16:00,7.85,R,ugm-3 (FIDAS),1.51147,R,ugm-3,11.88146,R,ugm-3,14.19902,R,ugm-3,62.71091,R,ugm-3,5.047,R,ugm-3 (Ref.eq)
01-01-2023,17:00,6.65,R,ugm-3 (FIDAS),2.14965,R,ugm-3,11.00621,R,ugm-3,14.30228,R,ugm-3,67.35834,R,ugm-3,4.127,R,ugm-3 (Ref.eq)
01-01-2023,18:00,11.25,R,ugm-3 (FIDAS),2.04888,R,ugm-3,14.46521,R,ugm-3,17.60678,R,ugm-3,60.47544,R,ugm-3,7.076,R,ugm-3 (Ref.eq)
01-01-2023,19:00,17.025,R,ugm-3 (FIDAS),2.11606,R,ugm-3,16.94385,R,ugm-3,20.18842,R,ugm-3,53.00425,R,ugm-3,11.156,R,ugm-3 (Ref.eq)
